,index,Login Timestamp,User ID,Round-Trip Time [ms],IP Address,Country,Region,City,ASN,User Agent String,Browser Name and Version,OS Name and Version,Device Type,Login Successful,Is Attack IP,Is Account Takeover
11400725,11400725,2020-07-09 20:38:22.813,6650085773542423553,,45.6.56.169,RO,-,-,266128,"Mozilla/5.0  (Linux; Android 4.1; Galaxy Nexus Build/JRN84D) optimo (XT1952DL AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1925.117 Mobile Safari/537.36 variation/48587",Chrome Mobile 81.0.4044.1925,Android 4.1,mobile,True,True,True
11461550,11461550,2020-07-10 17:35:41.993,-6191252617624478812,,78.108.184.62,CZ,Hlavni mesto Praha,Prague,62160,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1934.138 Mobile Safari/537.36 PHX/6.3",Chrome Mobile 81.0.4044.1934,iOS 11.2.6,mobile,True,False,True
11465503,11465503,2020-07-10 18:23:12.407,-6191252617624478812,,78.108.184.62,CZ,Hlavni mesto Praha,Prague,62160,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1934.138 Mobile Safari/537.36 PHX/6.3",Chrome Mobile 81.0.4044.1934,iOS 11.2.6,mobile,True,False,True
12151171,12151171,2020-07-20 12:42:51.747,1746674879755265574,,195.137.236.30,DK,-,-,59701,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
12350892,12350892,2020-07-23 07:53:08.270,-2700438863124286173,,10.1.253.87,BR,Maranhao,Balsas,500194,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.20.92 Safari/537.36 variation/6340",Chrome 69.0.3497.17.20,Mac OS X 10.14.6,desktop,True,False,True
12391452,12391452,2020-07-23 18:26:06.191,-723822685962859526,,188.241.58.73,RO,-,-,51177,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
12410615,12410615,2020-07-24 04:57:57.802,7470558100220665624,,10.0.16.113,CA,Nova Scotia,Wallace,197175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.20.92 Safari/537.36 variation/6340",Chrome 69.0.3497.17.20,Mac OS X 10.14.6,desktop,True,True,True
12502173,12502173,2020-07-25 13:13:31.385,6534038033942720461,,89.40.82.19,RO,-,-,39569,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
12704927,12704927,2020-07-28 10:16:15.862,7965213511414249050,,195.137.236.1,DK,-,-,59701,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
13012650,13012650,2020-08-02 00:25:07.299,-397030572943712990,,185.129.131.165,CA,-,-,197175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
13105510,13105510,2020-08-03 11:16:26.841,5053911099394799902,,176.110.224.6,RO,-,-,31028,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
13344568,13344568,2020-08-06 19:14:23.510,85128405919656256,,2.56.166.10,RO,-,-,3280,"Mozilla/5.0  (X11; Linux armv7l) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.20.12 Safari/537.36",Chrome 69.0.3497.17.20,Chromecast 1.49.230269,desktop,True,True,True
13509031,13509031,2020-08-09 13:56:51.571,-5421371456714147487,,5.181.193.126,RO,-,-,60989,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
13732983,13732983,2020-08-12 17:04:39.525,7106811934241129461,,5.2.32.20,DK,-,-,41560,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
13736724,13736724,2020-08-12 18:08:10.726,-626945943538643934,,91.240.236.139,RO,Ilfov,Petrachioaia,62350,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
14008668,14008668,2020-08-16 20:49:31.446,9022188698077912916,,10.0.16.49,RO,-,-,197175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
14010155,14010155,2020-08-16 21:36:12.632,1453346545260446038,,91.220.63.32,RO,Bucuresti,Bucharest,197357,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
14012987,14012987,2020-08-17 00:43:50.112,6569274680517689749,,5.180.170.39,RO,-,-,206801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
14044471,14044471,2020-08-17 11:25:58.396,-3634838352861157075,,10.4.133.95,RO,Olt,Corabia,502899,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1950.138 Mobile Safari/537.36 variation/85774",Chrome Mobile 81.0.4044.1950,Android 5.5.1,mobile,True,False,True
14091239,14091239,2020-08-18 05:05:54.372,2719016584798672911,,10.4.115.70,ID,-,-,501775,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
14148380,14148380,2020-08-18 19:26:44.731,-7958949371070869365,,5.180.170.61,RO,-,-,206801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
14279634,14279634,2020-08-20 15:45:00.832,-2559236869599680052,,185.9.160.128,CA,-,-,197175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
14303532,14303532,2020-08-21 00:27:12.537,4379314406983306221,,10.0.16.122,RO,-,-,197175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
14359733,14359733,2020-08-21 17:06:07.086,4956453952497997253,,178.213.212.223,RO,-,-,31028,"Mozilla/5.0  (Macintosh; Intel Mac OS X 11_6_3) AppleWebKit/537.36 (KHTML, like Gecko Chrome/79.0.3945.192.218.130 Safari/537.36 RuxitSynthetic/1.0 v5046826411 t8347097904287973985",Chrome 79.0.3945.192.218,Mac OS X 11.6.3,desktop,True,True,True
14365559,14365559,2020-08-21 18:39:11.370,6340198646137840928,,5.180.170.205,RO,-,-,206801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
14465724,14465724,2020-08-23 11:02:22.778,-802922966881854160,,10.0.16.122,RO,-,-,197175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
15235736,15235736,2020-09-02 09:12:38.634,1278763465192292136,,10.0.15.36,ID,East Java,Ponorogo,197175,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1950.138 Mobile Safari/537.36 variation/85774",Chrome Mobile 81.0.4044.1950,Android 5.5.1,mobile,True,True,True
15362268,15362268,2020-09-03 22:05:59.817,-5011758512750210078,,5.180.170.65,RO,-,-,206801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
15381868,15381868,2020-09-04 07:54:42.516,-7763416226403170551,,89.34.160.58,RO,-,-,61353,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/71.0.3578.37.98 Safari/537.36 variation/7431",Chrome 71.0.3578.37,Mac OS X 10.14.6,desktop,True,True,True
15632215,15632215,2020-09-07 19:57:06.561,6407364241159526055,,91.240.236.172,RO,Ilfov,Petrachioaia,62350,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
15712199,15712199,2020-09-08 23:18:37.891,-3512460397358845157,,10.4.102.33,RO,Bistrita-Nasaud,Rodna,197357,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
15750102,15750102,2020-09-09 11:10:51.374,-1991898760516251890,,46.160.183.50,DK,-,-,41560,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
15941090,15941090,2020-09-12 02:10:03.335,-2302341517468796286,,10.4.115.72,RE,,Sainte-Clotilde,501775,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
16257996,16257996,2020-09-16 13:01:13.862,-1110374744209077429,,10.4.115.74,ID,Jakarta,Paseban,501775,"Mozilla/5.0  (Linux; U; Android 2.2) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1930.62 Mobile Safari/537.36,gzip(gfe,gzip(gfe variation/30102",Chrome Mobile 81.0.4044.1930,Android 2.2,mobile,True,False,True
16486150,16486150,2020-09-19 17:40:42.968,1940801677863654752,,45.6.108.66,BR,Mato Grosso do Sul,Coxim,266130,"Mozilla/5.0  (Linux; U; Android 4.0.3; nb-no; U9200 Build/HuaweiU9200) AppleWebKit/537.36 (KHTML, like Gecko Version/4.0 Chrome/86.0.4240.99 Mobile Safari/537.36 OPR/52.1.2254.2306.54484",Opera Mobile 52.1.2254.2306,Android 4.0.3,mobile,True,False,True
16627623,16627623,2020-09-21 16:37:53.024,-2351044249209159373,,10.4.97.147,RO,Bucuresti,Bucharest,61353,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
16630031,16630031,2020-09-21 17:09:37.095,-6663724726414918100,,91.240.236.172,RO,Ilfov,Petrachioaia,62350,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
16923933,16923933,2020-09-25 17:34:20.467,-7364482513265424871,,208.77.8.110,IT,-,-,393713,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.205.88 Safari/537.36",Chrome 79.0.3945.192.205,Mac OS X 10.14.6,desktop,True,False,True
17015672,17015672,2020-09-27 08:09:48.299,-5623481246352356725,,185.9.163.46,CA,-,-,197175,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1950.138 Mobile Safari/537.36 variation/85774",Chrome Mobile 81.0.4044.1950,Android 5.5.1,mobile,True,False,True
17027294,17027294,2020-09-27 11:26:18.514,3825512621558225612,,185.9.163.24,ID,-,-,197175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
17212026,17212026,2020-09-29 21:30:26.231,-4314747650494230797,,10.0.85.13,NO,Vestland,Vassenden,197475,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.22.100 Safari/537.36",Chrome 69.0.3497.17.22,Mac OS X 10.14.6,desktop,True,False,True
17289437,17289437,2020-09-30 21:59:47.756,-8153240448470020355,,10.0.85.13,NO,Vestland,Vassenden,197475,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.198.74 Safari/537.36",Chrome 79.0.3945.192.198,Mac OS X 10.14.6,desktop,True,False,True
17403493,17403493,2020-10-02 10:38:35.201,2719016584798672911,,5.180.170.82,RO,-,-,206801,"Mozilla/5.0 (Linux; Android 5.5.1; CHM-U01) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/81.0.4044.1950.138 Mobile Safari/537.36 variation/85774",Chrome Mobile 81.0.4044.1950,Android 5.5.1,mobile,True,True,True
17412209,17412209,2020-10-02 12:41:02.417,270989108658526629,,86.104.10.8,RO,-,-,48874,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.205.88 Safari/537.36",Chrome 79.0.3945.192.205,Mac OS X 10.14.6,desktop,True,False,True
17481114,17481114,2020-10-03 12:23:53.798,-668173991217294259,,45.6.108.92,BR,Mato Grosso do Sul,Coxim,266130,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.198.74 Safari/537.36",Chrome 79.0.3945.192.198,Mac OS X 10.14.6,desktop,True,False,True
17860849,17860849,2020-10-08 13:10:35.881,-5667768731534084694,,10.4.85.49,ID,Bali,Denpasar,136862,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.205.88 Safari/537.36",Chrome 79.0.3945.192.205,Mac OS X 10.14.6,desktop,True,False,True
17886454,17886454,2020-10-08 18:13:26.241,-2863461033928708945,,10.0.15.47,CA,-,-,197175,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
18098559,18098559,2020-10-11 16:50:11.619,-3688215260973351364,,10.0.85.13,NO,Vestland,Vassenden,197475,"Mozilla/5.0  (X11; CrOS x86_64 12499.66.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/72.0.3626.54.81 Safari/537.36",Chrome 72.0.3626.54,Chrome OS 12499.66.0,desktop,True,False,True
18181642,18181642,2020-10-12 19:57:10.803,550067438060578592,,188.215.40.176,RO,Suceava,Salcea,59784,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
18186119,18186119,2020-10-12 21:44:12.249,-5427410599499458405,,91.240.236.172,RO,Ilfov,Petrachioaia,62350,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.205.88 Safari/537.36",Chrome 79.0.3945.192.205,Mac OS X 10.14.6,desktop,True,True,True
18344150,18344150,2020-10-15 03:37:45.628,8100743876970483580,,89.40.88.10,RO,Iasi,Iasi,43443,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/69.0.3497.17.21.100 Safari/537.36",Chrome 69.0.3497.17.21,Mac OS X 10.14.6,desktop,True,False,True
18591623,18591623,2020-10-18 10:46:46.674,-8298512248378831015,,91.240.236.235,RO,Ilfov,Petrachioaia,62350,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
18631515,18631515,2020-10-18 23:31:18.793,1647014571155144334,,10.4.115.76,RO,Teleorman,Rosiorii de Vede,501775,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.205.88 Safari/537.36",Chrome 79.0.3945.192.205,Mac OS X 10.14.6,desktop,True,False,True
18911327,18911327,2020-10-22 16:48:14.223,-3680584402199468746,,10.0.85.13,NO,Vestland,Vassenden,197475,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/72.0.3626.74.119 Safari/537.36 variation/7945",Chrome 72.0.3626.74,Mac OS X 10.14.6,desktop,True,False,True
18991752,18991752,2020-10-23 20:19:26.717,-2205373378031334971,,79.110.64.0,RO,-,-,50245,"Mozilla/5.0  (X11; CrOS x86_64 12499.66.0) AppleWebKit/537.36 (KHTML, like Gecko Chrome/69.0.3497.17.21.12 Safari/537.36",Chrome 69.0.3497.17.21,Chrome OS 12499.66.0,desktop,True,False,True
19207631,19207631,2020-10-27 06:38:53.830,-3972673265324911418,,5.180.170.179,RO,-,-,206801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.205.88 Safari/537.36",Chrome 79.0.3945.192.205,Mac OS X 10.14.6,desktop,True,True,True
19746110,19746110,2020-11-02 17:17:43.421,8394274651297033896,,91.208.142.181,RO,-,-,20616,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.205.88 Safari/537.36",Chrome 79.0.3945.192.205,Mac OS X 10.14.6,desktop,True,True,True
20124358,20124358,2020-11-07 09:49:55.319,6117682333374030757,,91.240.236.92,RO,Ilfov,Petrachioaia,62350,"Mozilla/5.0  (iPhone; CPU iPhone OS 11_2_6 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.2216.114 Mobile Safari/537.36",Chrome Mobile 81.0.4044.2216,iOS 11.2.6,mobile,True,True,True
20397967,20397967,2020-11-10 15:37:46.485,-7106532841606442929,,10.4.97.148,RO,Braila,Braila,61353,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,False,True
20623917,20623917,2020-11-13 08:13:22.285,-249028206650900290,,91.220.63.239,RO,Bucuresti,Bucharest,197357,"Mozilla/5.0  (iPhone; CPU iPhone OS 13_4 like Mac OS X) AppleWebKit/537.36 (KHTML, like Gecko Chrome/81.0.4044.1927.71 Mobile Safari/537.36 variation/219321",Chrome Mobile 81.0.4044.1927,iOS 13.4,mobile,True,True,True
20700950,20700950,2020-11-14 07:06:48.691,-1639909578889655226,,5.180.170.198,RO,-,-,206801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.205.88 Safari/537.36",Chrome 79.0.3945.192.205,Mac OS X 10.14.6,desktop,True,True,True
21266387,21266387,2020-11-19 20:49:04.263,-4655135911852100550,,10.3.193.223,BR,-,-,500106,"Mozilla/5.0  (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko Version/4.0 Mobile Safari/533.1 variation/277457",Android 2.3.3.2672,iOS 7.1,mobile,True,False,True
21497310,21497310,2020-11-21 18:49:00.959,-1999335758853878070,,178.213.212.223,RO,-,-,31028,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.205.88 Safari/537.36",Chrome 79.0.3945.192.205,Mac OS X 10.14.6,desktop,True,True,True
21734204,21734204,2020-11-23 23:04:43.278,832942564942319679,,2.56.166.152,RO,-,-,3280,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/79.0.3945.192.218.117 Safari/537.36",Chrome 79.0.3945.192.218,Mac OS X 10.14.6,desktop,True,True,True
